sort_order,namespace,object_id,property_path,value_type,unit,source_sheet,source_cell,required,include_runtime,notes_ru
798,action,kangaroo_bounding_step,action_priority,int,,Actions,AB18,1,1,Источник Actions.Action Priority
799,action,kangaroo_bounding_step,clash_priority,int,,Actions,AC18,1,1,Источник Actions.Clash Priority
800,action,kangaroo_bounding_step,grab_priority,int,,Actions,AD18,1,1,Источник Actions.Grab Priority
801,action,kangaroo_bounding_step,resolution_priority,int,,Actions,AE18,1,1,Источник Actions.Resolution Priority
802,action,kangaroo_bounding_step,interrupt_profile,string,,Actions,AF18,1,1,Источник Actions.Interrupt Profile
803,action,kangaroo_bounding_step,blockable,bool,,Actions,AG18,1,1,Источник Actions.Blockable
804,action,kangaroo_bounding_step,dodgeable,bool,,Actions,AH18,1,1,Источник Actions.Dodgeable
805,action,kangaroo_bounding_step,undodgeable,bool,,Actions,AI18,1,1,Источник Actions.Undodgeable
806,action,kangaroo_bounding_step,wall_impact,bool,,Actions,AJ18,1,1,Источник Actions.Wall Impact
807,action,kangaroo_bounding_step,track_target,bool,,Actions,AK18,1,1,Источник Actions.Track Target
808,action,kangaroo_bounding_step,block_base_chance_fp,int,,Actions,AL18,1,1,Источник Actions.Block Base Chance FP
809,action,kangaroo_bounding_step,block_reduction_fp,int,,Actions,AM18,1,1,Источник Actions.Block Reduction FP
810,action,kangaroo_bounding_step,dodge_base_chance_fp,int,,Actions,AN18,1,1,Источник Actions.Dodge Base Chance FP
811,action,kangaroo_bounding_step,movement_mode,string,,Actions,AO18,1,1,Источник Actions.Movement Mode
812,action,kangaroo_bounding_step,move_distance,int,,Actions,AP18,1,1,Источник Actions.Move Distance
813,action,kangaroo_bounding_step,base_stagger,int,,Actions,AQ18,1,1,Источник Actions.Base Stagger
814,action,kangaroo_bounding_step,base_stun_ticks,int,,Actions,AR18,1,1,Источник Actions.Base Stun Ticks
815,action,kangaroo_bounding_step,base_knockback,int,,Actions,AS18,1,1,Источник Actions.Base Knockback
816,action,kangaroo_bounding_step,knockback_min,int,,Actions,AT18,1,1,Источник Actions.Knockback Min
817,action,kangaroo_bounding_step,knockback_max,int,,Actions,AU18,1,1,Источник Actions.Knockback Max
818,action,kangaroo_bounding_step,wall_damage_per_unit_fp,int,,Actions,AV18,1,1,Источник Actions.Wall Damage / Unit FP
819,action,kangaroo_bounding_step,wall_damage_min,int,,Actions,AW18,1,1,Источник Actions.Wall Damage Min
820,action,kangaroo_bounding_step,wall_damage_max,int,,Actions,AX18,1,1,Источник Actions.Wall Damage Max
821,action,kangaroo_bounding_step,max_consecutive_uses,int,,Actions,AY18,1,1,Источник Actions.Max Consecutive Uses
822,action,kangaroo_bounding_step,opportunity_cap_fp,int,,Actions,AZ18,1,1,Источник Actions.Opportunity Cap FP
823,action,kangaroo_bounding_step,hard_opportunity_misses,int,,Actions,BA18,1,1,Источник Actions.Hard Opportunity Misses
824,action,kangaroo_slip_hop,action_id,string,,Actions,A19,1,1,Источник Actions.Action ID
825,action,kangaroo_slip_hop,animal_id,string,,Actions,B19,1,1,Источник Actions.Animal ID
826,action,kangaroo_slip_hop,slot_type,string,,Actions,D19,1,1,Источник Actions.Slot Type
827,action,kangaroo_slip_hop,category,string,,Actions,E19,1,1,Источник Actions.Category
828,action,kangaroo_slip_hop,tags,string,,Actions,F19,1,1,Источник Actions.Tags
829,action,kangaroo_slip_hop,base_weight,int,,Actions,G19,1,1,Источник Actions.Base Weight
830,action,kangaroo_slip_hop,preferred_range_min,int,,Actions,H19,1,1,Источник Actions.Preferred Range Min
831,action,kangaroo_slip_hop,preferred_range_max,int,,Actions,I19,1,1,Источник Actions.Preferred Range Max
832,action,kangaroo_slip_hop,hit_range_min,int,,Actions,J19,1,1,Источник Actions.Hit Range Min
833,action,kangaroo_slip_hop,hit_range_max,int,,Actions,K19,1,1,Источник Actions.Hit Range Max
834,action,kangaroo_slip_hop,energy_cost,int,,Actions,L19,1,1,Источник Actions.Energy Cost
835,action,kangaroo_slip_hop,resource_cost,int,,Actions,M19,1,1,Источник Actions.Resource Cost
836,action,kangaroo_slip_hop,base_damage,int,,Actions,N19,1,1,Источник Actions.Base Damage / hit
837,action,kangaroo_slip_hop,power_ratio_fp,int,,Actions,O19,1,1,Источник Actions.Power Ratio FP
838,action,kangaroo_slip_hop,min_damage,int,,Actions,P19,1,1,Источник Actions.Min Damage
839,action,kangaroo_slip_hop,chip_min,int,,Actions,Q19,1,1,Источник Actions.Chip Min
840,action,kangaroo_slip_hop,startup_base_ticks,int,,Actions,R19,1,1,Источник Actions.Startup Base Ticks
841,action,kangaroo_slip_hop,startup_min_ticks,int,,Actions,S19,1,1,Источник Actions.Startup Min Ticks
842,action,kangaroo_slip_hop,startup_max_ticks,int,,Actions,T19,1,1,Источник Actions.Startup Max Ticks
843,action,kangaroo_slip_hop,active_ticks,int,,Actions,U19,1,1,Источник Actions.Active Ticks
844,action,kangaroo_slip_hop,hit_schedule,string,,Actions,V19,1,1,Источник Actions.Hit Schedule
845,action,kangaroo_slip_hop,hit_count,int,,Actions,W19,1,1,Источник Actions.Hit Count
846,action,kangaroo_slip_hop,recovery_base_ticks,int,,Actions,X19,1,1,Источник Actions.Recovery Base Ticks
847,action,kangaroo_slip_hop,recovery_min_ticks,int,,Actions,Y19,1,1,Источник Actions.Recovery Min Ticks
848,action,kangaroo_slip_hop,recovery_max_ticks,int,,Actions,Z19,1,1,Источник Actions.Recovery Max Ticks
849,action,kangaroo_slip_hop,cooldown_ticks,int,,Actions,AA19,1,1,Источник Actions.Cooldown Ticks
850,action,kangaroo_slip_hop,action_priority,int,,Actions,AB19,1,1,Источник Actions.Action Priority
851,action,kangaroo_slip_hop,clash_priority,int,,Actions,AC19,1,1,Источник Actions.Clash Priority
852,action,kangaroo_slip_hop,grab_priority,int,,Actions,AD19,1,1,Источник Actions.Grab Priority
853,action,kangaroo_slip_hop,resolution_priority,int,,Actions,AE19,1,1,Источник Actions.Resolution Priority
854,action,kangaroo_slip_hop,interrupt_profile,string,,Actions,AF19,1,1,Источник Actions.Interrupt Profile
855,action,kangaroo_slip_hop,blockable,bool,,Actions,AG19,1,1,Источник Actions.Blockable
856,action,kangaroo_slip_hop,dodgeable,bool,,Actions,AH19,1,1,Источник Actions.Dodgeable
857,action,kangaroo_slip_hop,undodgeable,bool,,Actions,AI19,1,1,Источник Actions.Undodgeable
858,action,kangaroo_slip_hop,wall_impact,bool,,Actions,AJ19,1,1,Источник Actions.Wall Impact
859,action,kangaroo_slip_hop,track_target,bool,,Actions,AK19,1,1,Источник Actions.Track Target
860,action,kangaroo_slip_hop,block_base_chance_fp,int,,Actions,AL19,1,1,Источник Actions.Block Base Chance FP
861,action,kangaroo_slip_hop,block_reduction_fp,int,,Actions,AM19,1,1,Источник Actions.Block Reduction FP
862,action,kangaroo_slip_hop,dodge_base_chance_fp,int,,Actions,AN19,1,1,Источник Actions.Dodge Base Chance FP
863,action,kangaroo_slip_hop,movement_mode,string,,Actions,AO19,1,1,Источник Actions.Movement Mode
864,action,kangaroo_slip_hop,move_distance,int,,Actions,AP19,1,1,Источник Actions.Move Distance
865,action,kangaroo_slip_hop,base_stagger,int,,Actions,AQ19,1,1,Источник Actions.Base Stagger
866,action,kangaroo_slip_hop,base_stun_ticks,int,,Actions,AR19,1,1,Источник Actions.Base Stun Ticks
867,action,kangaroo_slip_hop,base_knockback,int,,Actions,AS19,1,1,Источник Actions.Base Knockback
868,action,kangaroo_slip_hop,knockback_min,int,,Actions,AT19,1,1,Источник Actions.Knockback Min
869,action,kangaroo_slip_hop,knockback_max,int,,Actions,AU19,1,1,Источник Actions.Knockback Max
870,action,kangaroo_slip_hop,wall_damage_per_unit_fp,int,,Actions,AV19,1,1,Источник Actions.Wall Damage / Unit FP
871,action,kangaroo_slip_hop,wall_damage_min,int,,Actions,AW19,1,1,Источник Actions.Wall Damage Min
872,action,kangaroo_slip_hop,wall_damage_max,int,,Actions,AX19,1,1,Источник Actions.Wall Damage Max
873,action,kangaroo_slip_hop,max_consecutive_uses,int,,Actions,AY19,1,1,Источник Actions.Max Consecutive Uses
874,action,kangaroo_slip_hop,opportunity_cap_fp,int,,Actions,AZ19,1,1,Источник Actions.Opportunity Cap FP
875,action,kangaroo_slip_hop,hard_opportunity_misses,int,,Actions,BA19,1,1,Источник Actions.Hard Opportunity Misses
876,action,kangaroo_flying_kick,action_id,string,,Actions,A20,1,1,Источник Actions.Action ID
877,action,kangaroo_flying_kick,animal_id,string,,Actions,B20,1,1,Источник Actions.Animal ID
878,action,kangaroo_flying_kick,slot_type,string,,Actions,D20,1,1,Источник Actions.Slot Type
879,action,kangaroo_flying_kick,category,string,,Actions,E20,1,1,Источник Actions.Category
880,action,kangaroo_flying_kick,tags,string,,Actions,F20,1,1,Источник Actions.Tags
881,action,kangaroo_flying_kick,base_weight,int,,Actions,G20,1,1,Источник Actions.Base Weight
882,action,kangaroo_flying_kick,preferred_range_min,int,,Actions,H20,1,1,Источник Actions.Preferred Range Min
883,action,kangaroo_flying_kick,preferred_range_max,int,,Actions,I20,1,1,Источник Actions.Preferred Range Max
884,action,kangaroo_flying_kick,hit_range_min,int,,Actions,J20,1,1,Источник Actions.Hit Range Min
885,action,kangaroo_flying_kick,hit_range_max,int,,Actions,K20,1,1,Источник Actions.Hit Range Max
886,action,kangaroo_flying_kick,energy_cost,int,,Actions,L20,1,1,Источник Actions.Energy Cost
887,action,kangaroo_flying_kick,resource_cost,int,,Actions,M20,1,1,Источник Actions.Resource Cost
888,action,kangaroo_flying_kick,base_damage,int,,Actions,N20,1,1,Источник Actions.Base Damage / hit
889,action,kangaroo_flying_kick,power_ratio_fp,int,,Actions,O20,1,1,Источник Actions.Power Ratio FP
890,action,kangaroo_flying_kick,min_damage,int,,Actions,P20,1,1,Источник Actions.Min Damage
891,action,kangaroo_flying_kick,chip_min,int,,Actions,Q20,1,1,Источник Actions.Chip Min
892,action,kangaroo_flying_kick,startup_base_ticks,int,,Actions,R20,1,1,Источник Actions.Startup Base Ticks
893,action,kangaroo_flying_kick,startup_min_ticks,int,,Actions,S20,1,1,Источник Actions.Startup Min Ticks
894,action,kangaroo_flying_kick,startup_max_ticks,int,,Actions,T20,1,1,Источник Actions.Startup Max Ticks
895,action,kangaroo_flying_kick,active_ticks,int,,Actions,U20,1,1,Источник Actions.Active Ticks
896,action,kangaroo_flying_kick,hit_schedule,string,,Actions,V20,1,1,Источник Actions.Hit Schedule
897,action,kangaroo_flying_kick,hit_count,int,,Actions,W20,1,1,Источник Actions.Hit Count
898,action,kangaroo_flying_kick,recovery_base_ticks,int,,Actions,X20,1,1,Источник Actions.Recovery Base Ticks
899,action,kangaroo_flying_kick,recovery_min_ticks,int,,Actions,Y20,1,1,Источник Actions.Recovery Min Ticks
900,action,kangaroo_flying_kick,recovery_max_ticks,int,,Actions,Z20,1,1,Источник Actions.Recovery Max Ticks
901,action,kangaroo_flying_kick,cooldown_ticks,int,,Actions,AA20,1,1,Источник Actions.Cooldown Ticks
902,action,kangaroo_flying_kick,action_priority,int,,Actions,AB20,1,1,Источник Actions.Action Priority
903,action,kangaroo_flying_kick,clash_priority,int,,Actions,AC20,1,1,Источник Actions.Clash Priority
904,action,kangaroo_flying_kick,grab_priority,int,,Actions,AD20,1,1,Источник Actions.Grab Priority
905,action,kangaroo_flying_kick,resolution_priority,int,,Actions,AE20,1,1,Источник Actions.Resolution Priority
906,action,kangaroo_flying_kick,interrupt_profile,string,,Actions,AF20,1,1,Источник Actions.Interrupt Profile
907,action,kangaroo_flying_kick,blockable,bool,,Actions,AG20,1,1,Источник Actions.Blockable
908,action,kangaroo_flying_kick,dodgeable,bool,,Actions,AH20,1,1,Источник Actions.Dodgeable
909,action,kangaroo_flying_kick,undodgeable,bool,,Actions,AI20,1,1,Источник Actions.Undodgeable
910,action,kangaroo_flying_kick,wall_impact,bool,,Actions,AJ20,1,1,Источник Actions.Wall Impact
911,action,kangaroo_flying_kick,track_target,bool,,Actions,AK20,1,1,Источник Actions.Track Target
912,action,kangaroo_flying_kick,block_base_chance_fp,int,,Actions,AL20,1,1,Источник Actions.Block Base Chance FP
913,action,kangaroo_flying_kick,block_reduction_fp,int,,Actions,AM20,1,1,Источник Actions.Block Reduction FP
914,action,kangaroo_flying_kick,dodge_base_chance_fp,int,,Actions,AN20,1,1,Источник Actions.Dodge Base Chance FP
915,action,kangaroo_flying_kick,movement_mode,string,,Actions,AO20,1,1,Источник Actions.Movement Mode
916,action,kangaroo_flying_kick,move_distance,int,,Actions,AP20,1,1,Источник Actions.Move Distance
917,action,kangaroo_flying_kick,base_stagger,int,,Actions,AQ20,1,1,Источник Actions.Base Stagger
918,action,kangaroo_flying_kick,base_stun_ticks,int,,Actions,AR20,1,1,Источник Actions.Base Stun Ticks
919,action,kangaroo_flying_kick,base_knockback,int,,Actions,AS20,1,1,Источник Actions.Base Knockback
920,action,kangaroo_flying_kick,knockback_min,int,,Actions,AT20,1,1,Источник Actions.Knockback Min
921,action,kangaroo_flying_kick,knockback_max,int,,Actions,AU20,1,1,Источник Actions.Knockback Max
922,action,kangaroo_flying_kick,wall_damage_per_unit_fp,int,,Actions,AV20,1,1,Источник Actions.Wall Damage / Unit FP
923,action,kangaroo_flying_kick,wall_damage_min,int,,Actions,AW20,1,1,Источник Actions.Wall Damage Min
924,action,kangaroo_flying_kick,wall_damage_max,int,,Actions,AX20,1,1,Источник Actions.Wall Damage Max
925,action,kangaroo_flying_kick,max_consecutive_uses,int,,Actions,AY20,1,1,Источник Actions.Max Consecutive Uses
926,action,kangaroo_flying_kick,opportunity_cap_fp,int,,Actions,AZ20,1,1,Источник Actions.Opportunity Cap FP
927,action,kangaroo_flying_kick,hard_opportunity_misses,int,,Actions,BA20,1,1,Источник Actions.Hard Opportunity Misses
928,action,kangaroo_tail_counter,action_id,string,,Actions,A21,1,1,Источник Actions.Action ID
929,action,kangaroo_tail_counter,animal_id,string,,Actions,B21,1,1,Источник Actions.Animal ID
930,action,kangaroo_tail_counter,slot_type,string,,Actions,D21,1,1,Источник Actions.Slot Type
931,action,kangaroo_tail_counter,category,string,,Actions,E21,1,1,Источник Actions.Category
932,action,kangaroo_tail_counter,tags,string,,Actions,F21,1,1,Источник Actions.Tags
933,action,kangaroo_tail_counter,base_weight,int,,Actions,G21,1,1,Источник Actions.Base Weight
934,action,kangaroo_tail_counter,preferred_range_min,int,,Actions,H21,1,1,Источник Actions.Preferred Range Min
935,action,kangaroo_tail_counter,preferred_range_max,int,,Actions,I21,1,1,Источник Actions.Preferred Range Max
936,action,kangaroo_tail_counter,hit_range_min,int,,Actions,J21,1,1,Источник Actions.Hit Range Min
937,action,kangaroo_tail_counter,hit_range_max,int,,Actions,K21,1,1,Источник Actions.Hit Range Max
938,action,kangaroo_tail_counter,energy_cost,int,,Actions,L21,1,1,Источник Actions.Energy Cost
939,action,kangaroo_tail_counter,resource_cost,int,,Actions,M21,1,1,Источник Actions.Resource Cost
940,action,kangaroo_tail_counter,base_damage,int,,Actions,N21,1,1,Источник Actions.Base Damage / hit
941,action,kangaroo_tail_counter,power_ratio_fp,int,,Actions,O21,1,1,Источник Actions.Power Ratio FP
942,action,kangaroo_tail_counter,min_damage,int,,Actions,P21,1,1,Источник Actions.Min Damage
943,action,kangaroo_tail_counter,chip_min,int,,Actions,Q21,1,1,Источник Actions.Chip Min
944,action,kangaroo_tail_counter,startup_base_ticks,int,,Actions,R21,1,1,Источник Actions.Startup Base Ticks
945,action,kangaroo_tail_counter,startup_min_ticks,int,,Actions,S21,1,1,Источник Actions.Startup Min Ticks
946,action,kangaroo_tail_counter,startup_max_ticks,int,,Actions,T21,1,1,Источник Actions.Startup Max Ticks
947,action,kangaroo_tail_counter,active_ticks,int,,Actions,U21,1,1,Источник Actions.Active Ticks
